https://mom.me/lifestyle/47723-20-things-you-think-are-healthy-actually-arent/,"<h2>20 Things You Think Are Healthy But Actually Aren't</h2> <br> <p>Everything you need to know about the whole pregnancy journey with advice from experts and other moms who've been there. From the hilarious to the heartwarming to the latest and greatest parenting topics, we've got parenting covered. We need to take care of ourselves, too! We've got delicious and easy recipes, the latest fashion and home decor trends, health topics that impact every woman and so much more. So grab a cup of coffee and dig in. It truly takes a village to raise a child, and we're here for you! Link up with a community of moms just like...</p> <br><br>  <a href = 'https://mom.me/lifestyle/47723-20-things-you-think-are-healthy-actually-arent/' > Read the rest of the article here </a>"
https://mom.me/lifestyle/47723-20-things-you-think-are-healthy-actually-arent/,<h2>20 Things You Think Are Healthy But Actually Aren't</h2> <br>  <a href = 'https://mom.me/lifestyle/47723-20-things-you-think-are-healthy-actually-arent/' > Read the rest of the article here </a>
https://mom.me/lifestyle/48026-20-healthy-foods-are-killing-you-and-your-budget/,"<h2>20 Healthy Foods That Are Killing You and Your Budget</h2> <br> <p>Everything you need to know about the whole pregnancy journey with advice from experts and other moms who've been there. From the hilarious to the heartwarming to the latest and greatest parenting topics, we've got parenting covered. We need to take care of ourselves, too! We've got delicious and easy recipes, the latest fashion and home decor trends, health topics that impact every woman and so much more. So grab a cup of coffee and dig in. It truly takes a village to raise a child, and we're here for you! Link up with a community of moms just like...</p> <br><br>  <a href = 'https://mom.me/lifestyle/48026-20-healthy-foods-are-killing-you-and-your-budget/' > Read the rest of the article here </a>"
https://mom.me/lifestyle/48026-20-healthy-foods-are-killing-you-and-your-budget/,<h2>20 Healthy Foods That Are Killing You and Your Budget</h2> <br>  <a href = 'https://mom.me/lifestyle/48026-20-healthy-foods-are-killing-you-and-your-budget/' > Read the rest of the article here </a>
https://mom.me/horoscopes/49045-these-are-habits-extremely-successful-people-star-sign/,"<h2>These Are the Habits of Extremely Successful People by Star Sign</h2> <br> <p>Everything you need to know about the whole pregnancy journey with advice from experts and other moms who've been there. From the hilarious to the heartwarming to the latest and greatest parenting topics, we've got parenting covered. We need to take care of ourselves, too! We've got delicious and easy recipes, the latest fashion and home decor trends, health topics that impact every woman and so much more. So grab a cup of coffee and dig in. It truly takes a village to raise a child, and we're here for you! Link up with a community of moms just like...</p> <br><br>  <a href = 'https://mom.me/horoscopes/49045-these-are-habits-extremely-successful-people-star-sign/' > Read the rest of the article here </a>"
https://mom.me/horoscopes/49045-these-are-habits-extremely-successful-people-star-sign/,<h2>These Are the Habits of Extremely Successful People by Star Sign</h2> <br>  <a href = 'https://mom.me/horoscopes/49045-these-are-habits-extremely-successful-people-star-sign/' > Read the rest of the article here </a>
https://mom.me/lifestyle/35644-i-tried-play-susie-homemaker-week-and-failed/,"<h1>I Tried Playing Susie Homemaker For a Week and Failed</h1> <br> <p>Years ago, when my kids were little, I did typical mom things like cook meals, do everyone's laundry, and half-ass clean the house (I was never much of a housekeeper). Since I didn't have a mom while growing up, I got those ideas of maternal responsibility from the TV reruns I watched as a child like ""The Andy Griffith Show"" and ""Leave it to Beaver."" I did my best to emulate the mother-figures in those shows, but felt like a failure when I could barely manage to fit in a shower, let alone wear pearls and high heels while tending...</p> <br><br>  <a href = 'https://mom.me/lifestyle/35644-i-tried-play-susie-homemaker-week-and-failed/' > Read the rest of the article here </a>"
https://mom.me/lifestyle/36566-i-said-yes-my-husband-entire-weekend/,"<h1>I Said Yes To My Husband for an Entire Weekend</h1> <br> <p>In every relationship, if we’re honest, there’s usually one person who's more dominant and tends to take charge, while the other is happy to follow. Although sometimes those roles can reverse, the bossy trophy stays shiny and polished primarily on one partner’s shelf. In my relationship with my husband, that person would be me. My husband doesn’t like conflict, is relatively easy-going and, as long as we aren’t spending too much money (he's super cheap), will pretty much say yes to anything. I, on the other hand, am not afraid to say no or speak up when I’m not happy,...</p> <br><br>  <a href = 'https://mom.me/lifestyle/36566-i-said-yes-my-husband-entire-weekend/' > Read the rest of the article here </a>"
https://mom.me/kids/tween/35328-9-things-ill-tell-my-kids-when-they-forget-their-sht/,"<h1>9 Things I'll Tell My Kids When They Forget Their Sh*t</h1> <br> <p>Last year, my youngest son forgot to bring his things to school at least 16 times. The items ranged anywhere from his lunch, his track uniform, his textbooks, his running shoes, his wallet, his phone, a paper he’d written, his binder for science... to even more nefarious ones, like his toothbrush. WTF? Each time, I stopped what I was doing, found his things and came to his rescue. I don’t even want talk about my oldest son’s transgressions (he’s even more forgetful than my youngest). Let's just say I'm glad I have a Prius for that good gas mileage. Using...</p> <br><br>  <a href = 'https://mom.me/kids/tween/35328-9-things-ill-tell-my-kids-when-they-forget-their-sht/' > Read the rest of the article here </a>"
https://mom.me/kids/23841-4-words-every-kid-needs-hear/,"<h1>4 Words Every Kid Needs to Hear</h1> <br> <p>Think back to the last time you said to your child, ""I'm on your side."" Having a hard time? What about the last time you said those words to your child when you were upset with their behavior or choices, and in the midst of doling out consequences for their actions? It's a hard truth to admit, but for many years, I focused too much on the disciplinary side of parenting. I thought my role was to shape my sons into outstanding citizens and that repercussions for bad decisions were the way to make that happen. RELATED: My Sons Aren't...</p> <br><br>  <a href = 'https://mom.me/kids/23841-4-words-every-kid-needs-hear/' > Read the rest of the article here </a>"
